class,spec,spec_id,spell_id,name,aura_type,applications,players,self_pct,single_pct,group_pct,other_pct,recast_median_s,first_seen,last_seen,category,suggested_category,rule
MONK,Brewmaster,268,1263318,The Wind Awoken,BUFF,186,4,100.0,0.0,0.0,0.0,29.59,2026-03-21,2026-08-24,,consumables,R8
MONK,Brewmaster,268,1238467,Thorn Bloom,BUFF,8,1,0.0,37.5,0.0,62.5,269.41,2026-07-07,2026-07-07,,consumables,R8
MONK,Brewmaster,268,1238474,Thorn Bloom,DEBUFF,22,1,0.0,0.0,0.0,100.0,269.42,2026-07-07,2026-07-07,,,
MONK,Brewmaster,268,116841,Tiger's Lust,BUFF,245,39,94.7,5.3,0.0,0.0,98.82,2026-02-15,2026-09-21,movement,movement,R4
MONK,Brewmaster,268,346427,Titanic Insight,DEBUFF,2,1,0.0,0.0,0.0,100.0,81.88,2026-02-23,2026-02-23,,,
MONK,Brewmaster,268,1263084,Toggle Find Lumber,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-03-31,2026-03-31,,consumables,R8
MONK,Brewmaster,268,154796,Touch of Elune - Day,BUFF,2,1,100.0,0.0,0.0,0.0,2.41,2026-09-06,2026-09-06,,activeMitigation,R7
MONK,Brewmaster,268,383733,Training of Niuzao,BUFF,887,41,100.0,0.0,0.0,0.0,35.48,2026-02-15,2026-09-21,,utility,R9
MONK,Brewmaster,268,101643,Transcendence,BUFF,19,14,100.0,0.0,0.0,0.0,475.35,2026-02-15,2026-09-13,,utility,R9
MONK,Brewmaster,268,1249829,Transference,DEBUFF,6,1,0.0,0.0,0.0,100.0,2.5,2026-04-27,2026-04-27,,,
MONK,Brewmaster,268,1265808,Umbral Plume,BUFF,41,1,100.0,0.0,0.0,0.0,54.23,2026-07-24,2026-07-24,,consumables,R8
MONK,Brewmaster,268,1235973,Vengeful Void Barrier,BUFF,59,1,100.0,0.0,0.0,0.0,15.34,2026-02-15,2026-02-15,,defensives,R1
MONK,Brewmaster,268,1252489,Versatile Hunt,BUFF,7,2,100.0,0.0,0.0,0.0,17.14,2026-03-29,2026-09-13,,consumables,R8
MONK,Brewmaster,268,1295898,Versatile Ritual,BUFF,22,1,100.0,0.0,0.0,0.0,42.76,2026-09-06,2026-09-06,,consumables,R8
MONK,Brewmaster,268,392883,Vivacious Vivification,BUFF,434,38,100.0,0.0,0.0,0.0,67.36,2026-02-15,2026-09-21,,utility,R9
MONK,Brewmaster,268,1244253,Void,BUFF,2,2,100.0,0.0,0.0,0.0,,2026-03-29,2026-04-15,,consumables,R8
MONK,Brewmaster,268,1244617,Void Glass,BUFF,142,5,100.0,0.0,0.0,0.0,37.7,2026-03-29,2026-08-09,,consumables,R8
MONK,Brewmaster,268,1287425,Void-Touched Orbs,BUFF,415,3,100.0,0.0,0.0,0.0,10.0,2026-09-01,2026-09-21,,utility,R9
MONK,Brewmaster,268,1277482,Voidlust,BUFF,175,9,100.0,0.0,0.0,0.0,42.87,2026-03-21,2026-09-03,,movement,R4
MONK,Brewmaster,268,1297761,Voracious Heart of Ula'tek,BUFF,13,1,100.0,0.0,0.0,0.0,96.01,2026-09-21,2026-09-21,,consumables,R8
MONK,Brewmaster,268,20549,War Stomp,DEBUFF,3,1,0.0,0.0,0.0,100.0,,2026-03-28,2026-03-28,hardCC,,
MONK,Brewmaster,268,1283069,Weakened,DEBUFF,5,1,100.0,0.0,0.0,0.0,261.57,2026-03-18,2026-03-18,,,
MONK,Brewmaster,268,1232585,Well Fed,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-03-31,2026-03-31,,consumables,R8
MONK,Brewmaster,268,170818,Wind,DEBUFF,113,5,100.0,0.0,0.0,0.0,1.04,2026-03-21,2026-07-06,,,
MONK,Brewmaster,268,1244029,Woven Fate,BUFF,12,1,100.0,0.0,0.0,0.0,118.66,2026-02-26,2026-02-26,,consumables,R8
MONK,Brewmaster,268,414143,Yu'lon's Grace,BUFF,6866,44,100.0,0.0,0.0,0.0,3.01,2026-02-15,2026-09-21,,defensives,R1
MONK,Brewmaster,268,274740,Zeal of the Burning Blade,BUFF,2,1,100.0,0.0,0.0,0.0,357.63,2026-03-29,2026-03-29,,consumables,R8
MONK,Mistweaver,270,1265566,A Restless Soul,BUFF,44,2,100.0,0.0,0.0,0.0,134.51,2026-07-21,2026-08-04,,consumables,R8
MONK,Mistweaver,270,1247577,Akil'zon's Clarity,BUFF,35,1,100.0,0.0,0.0,0.0,37.83,2026-04-17,2026-04-17,,consumables,R8
MONK,Mistweaver,270,1266687,Alnscorned Essence,BUFF,133,5,100.0,0.0,0.0,0.0,63.83,2026-04-13,2026-09-08,,consumables,R8
MONK,Mistweaver,270,1266686,Alnsight,BUFF,182,5,100.0,0.0,0.0,0.0,44.13,2026-04-13,2026-09-08,,consumables,R8
MONK,Mistweaver,270,1254550,Arcane Empowerment,DEBUFF,5,1,0.0,0.0,100.0,0.0,,2026-04-25,2026-04-25,,,
MONK,Mistweaver,270,1229746,Arcanoweave Insight,BUFF,394,8,0.8,99.2,0.0,0.0,22.29,2026-04-17,2026-09-13,,support,R5
MONK,Mistweaver,270,450521,Aspect of Harmony,BUFF,79,2,100.0,0.0,0.0,0.0,28.75,2026-07-07,2026-09-08,,utility,R9
MONK,Mistweaver,270,450526,Aspect of Harmony,BUFF,94,2,100.0,0.0,0.0,0.0,24.34,2026-07-07,2026-09-08,,utility,R9
MONK,Mistweaver,270,450531,Aspect of Harmony,BUFF,71,2,100.0,0.0,0.0,0.0,36.17,2026-07-07,2026-09-08,,utility,R9
MONK,Mistweaver,270,450711,Aspect of Harmony,BUFF,62,2,100.0,0.0,0.0,0.0,42.87,2026-07-07,2026-09-08,,utility,R9
MONK,Mistweaver,270,450763,Aspect of Harmony,DEBUFF,81,2,0.0,0.0,0.0,100.0,1.42,2026-07-07,2026-09-08,,,
MONK,Mistweaver,270,450769,Aspect of Harmony,BUFF,266,2,15.4,75.2,9.4,0.0,1.42,2026-07-07,2026-09-08,,support,R5
MONK,Mistweaver,270,451508,Balanced Stratagem,BUFF,574,2,100.0,0.0,0.0,0.0,3.57,2026-07-07,2026-09-08,,utility,R9
MONK,Mistweaver,270,451514,Balanced Stratagem,BUFF,598,2,100.0,0.0,0.0,0.0,3.71,2026-07-07,2026-09-08,,utility,R9
MONK,Mistweaver,270,1258283,Beacon of Lightblind Wrath,DEBUFF,38,2,0.0,0.0,0.0,100.0,100.9,2026-07-06,2026-07-25,,,
MONK,Mistweaver,270,229872,Big Red Rays,BUFF,4,1,0.0,0.0,0.0,100.0,966.62,2026-09-08,2026-09-08,,consumables,R8
MONK,Mistweaver,270,1272321,Blessing of Potency,BUFF,4,1,100.0,0.0,0.0,0.0,,2026-09-16,2026-09-20,,consumables,R8
MONK,Mistweaver,270,1245969,Blood,BUFF,3,1,100.0,0.0,0.0,0.0,247.45,2026-09-08,2026-09-08,,consumables,R8
MONK,Mistweaver,270,1245971,Blood,DEBUFF,3,1,100.0,0.0,0.0,0.0,247.45,2026-09-08,2026-09-08,,,
MONK,Mistweaver,270,1301231,Bloodletting,DEBUFF,32,2,100.0,0.0,0.0,0.0,3.48,2026-09-10,2026-09-14,,,
MONK,Mistweaver,270,1307531,Bloodletting,DEBUFF,31,2,100.0,0.0,0.0,0.0,9.53,2026-09-10,2026-09-14,,,
MONK,Mistweaver,270,291843,Brush It Off,BUFF,140,2,100.0,0.0,0.0,0.0,17.03,2026-09-13,2026-09-14,,utility,R9
MONK,Mistweaver,270,255654,Bull Rush,BUFF,2,1,100.0,0.0,0.0,0.0,940.55,2026-09-03,2026-09-03,,utility,R9
MONK,Mistweaver,270,255723,Bull Rush,DEBUFF,9,1,0.0,0.0,0.0,100.0,,2026-09-03,2026-09-03,,,
MONK,Mistweaver,270,387028,Burning Embers,BUFF,134,1,45.5,52.2,0.0,2.2,9.94,2026-07-06,2026-07-06,,consumables,R8
MONK,Mistweaver,270,1239428,Carrying Supplies,DEBUFF,3,1,100.0,0.0,0.0,0.0,,2026-09-07,2026-09-13,,,
MONK,Mistweaver,270,1236118,Cauterizing Bolts,BUFF,36,1,100.0,0.0,0.0,0.0,42.16,2026-02-26,2026-02-26,,consumables,R8
MONK,Mistweaver,270,443028,Celestial Conduit,BUFF,403,30,100.0,0.0,0.0,0.0,152.92,2026-02-26,2026-09-20,,utility,R9
MONK,Mistweaver,270,447446,Cherry Blossom Trail,BUFF,2,1,100.0,0.0,0.0,0.0,966.62,2026-09-08,2026-09-08,,consumables,R8
MONK,Mistweaver,270,406139,Chi Cocoon,BUFF,1083,2,3.0,8.1,87.3,1.6,173.2,2026-07-23,2026-09-20,,raidCDs,R2
MONK,Mistweaver,270,406220,Chi Cocoon,BUFF,1319,30,2.4,7.1,87.9,2.5,100.23,2026-04-05,2026-09-20,,raidCDs,R2
MONK,Mistweaver,270,1260681,Chi Cocoon,BUFF,707,7,9.1,47.1,43.8,0.0,30.28,2026-04-28,2026-09-20,,raidCDs,R2
MONK,Mistweaver,270,119085,Chi Torpedo,BUFF,606,2,100.0,0.0,0.0,0.0,57.71,2026-02-26,2026-09-20,,movement,R4
MONK,Mistweaver,270,450380,Chi Wave,BUFF,4292,23,100.0,0.0,0.0,0.0,15.0,2026-04-25,2026-09-20,,utility,R9
MONK,Mistweaver,270,443569,Chi-Ji's Swiftness,BUFF,5019,31,100.0,0.0,0.0,0.0,13.74,2026-02-26,2026-09-20,,movement,R4
MONK,Mistweaver,270,386578,Coached,BUFF,1,1,0.0,100.0,0.0,0.0,,2026-04-25,2026-04-25,,support,R5
MONK,Mistweaver,270,389581,Coaching,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-04-25,2026-04-25,,consumables,R8
MONK,Mistweaver,270,1292922,Coalescence,BUFF,169,2,3.0,13.6,82.8,0.6,8.24,2026-07-07,2026-09-08,,raidCDs,R2
MONK,Mistweaver,270,313424,Combat Analysis,BUFF,4,2,100.0,0.0,0.0,0.0,562.5,2026-07-06,2026-08-06,,utility,R9
MONK,Mistweaver,270,1249759,Combo Strikes: Slicing Winds,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-02-26,2026-02-26,,utility,R9
MONK,Mistweaver,270,1259988,Consecrated Chalice,BUFF,16,1,56.2,43.8,0.0,0.0,54.78,2026-08-31,2026-08-31,,consumables,R8
MONK,Mistweaver,270,1250611,Console Power,DEBUFF,5,4,100.0,0.0,0.0,0.0,,2026-04-13,2026-08-11,,,
MONK,Mistweaver,270,1272482,Cosmic Bell,BUFF,1033,1,1.2,3.4,81.3,14.1,180.86,2026-08-31,2026-09-20,,consumables,R8
MONK,Mistweaver,270,1264948,Cosmic Crescendo,DEBUFF,65,1,0.0,0.0,0.0,100.0,14.37,2026-07-06,2026-07-06,,,
MONK,Mistweaver,270,460127,Courage of the White Tiger,BUFF,477,30,100.0,0.0,0.0,0.0,97.98,2026-04-05,2026-09-20,,utility,R9
MONK,Mistweaver,270,117952,Crackling Jade Lightning,BUFF,497,9,100.0,0.0,0.0,0.0,40.86,2026-02-26,2026-09-20,,utility,R9
MONK,Mistweaver,270,117952,Crackling Jade Lightning,DEBUFF,893,9,0.0,0.0,0.0,100.0,38.29,2026-02-26,2026-09-20,,,
MONK,Mistweaver,270,443572,Crane Stance,BUFF,2903,26,100.0,0.0,0.0,0.0,32.0,2026-04-25,2026-09-20,,utility,R9
MONK,Mistweaver,270,1272710,Crimson Blessing,BUFF,13,2,100.0,0.0,0.0,0.0,2466.2,2026-07-25,2026-09-14,,consumables,R8
MONK,Mistweaver,270,438443,Dance of Chi-Ji,BUFF,4445,32,100.0,0.0,0.0,0.0,18.96,2026-02-26,2026-09-20,,utility,R9
MONK,Mistweaver,270,68992,Darkflight,BUFF,6,1,100.0,0.0,0.0,0.0,118.89,2026-04-28,2026-04-28,,movement,R4
MONK,Mistweaver,270,1219104,Darkfuse Medichopper,BUFF,73,1,79.5,20.5,0.0,0.0,19.87,2026-02-26,2026-02-26,,consumables,R8
MONK,Mistweaver,270,1220539,Darkfuse Medichopper,BUFF,83,1,83.1,16.9,0.0,0.0,19.45,2026-02-26,2026-02-26,,consumables,R8
MONK,Mistweaver,270,1237017,Dawn's Protection,BUFF,176,1,61.9,38.1,0.0,0.0,8.03,2026-09-14,2026-09-14,,consumables,R8
MONK,Mistweaver,270,71564,Deadly Precision,BUFF,31,1,100.0,0.0,0.0,0.0,303.25,2026-08-03,2026-08-11,,consumables,R8
MONK,Mistweaver,270,1295123,Debilitating Venom,DEBUFF,1,1,100.0,0.0,0.0,0.0,,2026-08-21,2026-08-21,,,
MONK,Mistweaver,270,1268058,Deepening Temptation,BUFF,7,1,100.0,0.0,0.0,0.0,75.61,2026-08-06,2026-08-06,,consumables,R8
MONK,Mistweaver,270,1261781,Defensive Stance,DEBUFF,8,1,100.0,0.0,0.0,0.0,26.02,2026-09-07,2026-09-13,,,
MONK,Mistweaver,270,113942,Demonic Gateway,DEBUFF,3,2,100.0,0.0,0.0,0.0,542.44,2026-05-04,2026-08-06,,,
MONK,Mistweaver,270,1214730,Demonic Gateway,DEBUFF,15,3,100.0,0.0,0.0,0.0,58.42,2026-08-21,2026-09-13,,,
MONK,Mistweaver,270,1214740,Demonic Gateway,DEBUFF,15,3,100.0,0.0,0.0,0.0,58.42,2026-08-21,2026-09-13,,,
MONK,Mistweaver,270,116095,Disable,DEBUFF,46,1,0.0,0.0,0.0,100.0,73.45,2026-08-06,2026-08-06,softCC,,
MONK,Mistweaver,270,1218508,Disguised,DEBUFF,5,3,100.0,0.0,0.0,0.0,,2026-08-21,2026-09-13,,,
MONK,Mistweaver,270,1250609,Diverting Power...,BUFF,4,3,0.0,0.0,0.0,100.0,,2026-07-07,2026-08-11,,consumables,R8
MONK,Mistweaver,270,393438,Draconic Augmentation,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-07-05,2026-07-05,,consumables,R8
MONK,Mistweaver,270,1237842,Drain Shield,BUFF,7,7,0.0,0.0,0.0,100.0,,2026-04-17,2026-08-09,,consumables,R8
MONK,Mistweaver,270,1236998,Draught of Rampant Abandon,BUFF,2,1,100.0,0.0,0.0,0.0,485.54,2026-09-14,2026-09-14,,consumables,R8
MONK,Mistweaver,270,1290929,Drink,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-04-28,2026-04-28,,consumables,R8
MONK,Mistweaver,270,1291791,Drink,BUFF,16,2,100.0,0.0,0.0,0.0,531.12,2026-07-14,2026-09-20,,consumables,R8
MONK,Mistweaver,270,1303338,Drink,BUFF,5,1,100.0,0.0,0.0,0.0,90.65,2026-09-11,2026-09-14,,consumables,R8
MONK,Mistweaver,270,1263447,Duskwraith's Infusion,BUFF,133,2,16.5,83.5,0.0,0.0,12.64,2026-04-17,2026-08-24,,support,R5
MONK,Mistweaver,270,1250508,Emberwing Heatwave,BUFF,24,4,100.0,0.0,0.0,0.0,167.37,2026-07-07,2026-08-21,,consumables,R8
MONK,Mistweaver,270,1293316,Empowering Venom,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-08-21,2026-08-21,,consumables,R8
MONK,Mistweaver,270,1224312,Entertained,BUFF,29,3,0.0,13.8,86.2,0.0,22.5,2026-08-21,2026-09-13,,consumables,R8
MONK,Mistweaver,270,256374,Entropic Embrace,BUFF,889,2,100.0,0.0,0.0,0.0,54.55,2026-02-26,2026-09-20,,utility,R9
MONK,Mistweaver,270,124682,Enveloping Mist,BUFF,3300,33,14.3,85.1,0.0,0.7,14.27,2026-02-26,2026-09-20,healing,support,R5
MONK,Mistweaver,270,1223453,Ethereal Guard,BUFF,65,1,23.1,76.9,0.0,0.0,18.33,2026-02-26,2026-02-26,,support,R5
MONK,Mistweaver,270,1217103,Ethereal Reconstitution,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-02-26,2026-02-26,,consumables,R8
MONK,Mistweaver,270,57723,Exhaustion,DEBUFF,40,9,100.0,0.0,0.0,0.0,705.49,2026-05-09,2026-09-20,,,
MONK,Mistweaver,270,390435,Exhaustion,DEBUFF,16,7,100.0,0.0,0.0,0.0,703.93,2026-04-13,2026-09-14,,,
MONK,Mistweaver,270,1266299,Fanatical Inspiration,BUFF,99,4,100.0,0.0,0.0,0.0,41.76,2026-04-18,2026-09-03,,consumables,R8
MONK,Mistweaver,270,1266300,Fanatically Inspired,BUFF,29,1,0.0,100.0,0.0,0.0,56.65,2026-07-21,2026-07-21,,support,R5
MONK,Mistweaver,270,1245025,Farstrider's Guile,BUFF,24,1,100.0,0.0,0.0,0.0,56.21,2026-09-08,2026-09-08,,consumables,R8
MONK,Mistweaver,270,1242775,Farstrider's Step,BUFF,17,2,100.0,0.0,0.0,0.0,153.53,2026-07-25,2026-08-06,,movement,R4
MONK,Mistweaver,270,264689,Fatigued,DEBUFF,48,13,100.0,0.0,0.0,0.0,631.37,2026-04-05,2026-09-16,,,
MONK,Mistweaver,270,2383,Find Herbs,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-09-14,2026-09-14,,consumables,R8
MONK,Mistweaver,270,1250491,Find High-Value Beasts,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-04-13,2026-04-13,,consumables,R8
MONK,Mistweaver,270,1256697,Find Lumber,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-07-07,2026-07-07,,consumables,R8
MONK,Mistweaver,270,273104,Fireblood,BUFF,5,1,100.0,0.0,0.0,0.0,171.28,2026-04-25,2026-04-25,,utility,R9
MONK,Mistweaver,270,1224863,Five Star Review!,DEBUFF,5,3,100.0,0.0,0.0,0.0,,2026-08-21,2026-09-13,,,
MONK,Mistweaver,270,1235110,Flask of the Blood Knights,BUFF,25,7,100.0,0.0,0.0,0.0,1792.08,2026-04-25,2026-09-20,,consumables,R8
MONK,Mistweaver,270,404464,Flight Style: Skyriding,BUFF,7,3,100.0,0.0,0.0,0.0,166.11,2026-07-07,2026-08-06,,consumables,R8
MONK,Mistweaver,270,1252487,Focused Hunt,BUFF,150,4,100.0,0.0,0.0,0.0,46.9,2026-07-25,2026-09-20,,consumables,R8
MONK,Mistweaver,270,1232065,Food & Drink,BUFF,5,1,100.0,0.0,0.0,0.0,90.65,2026-09-11,2026-09-14,,consumables,R8
MONK,Mistweaver,270,120954,Fortifying Brew,BUFF,136,24,100.0,0.0,0.0,0.0,239.35,2026-02-26,2026-09-20,defensives,defensives,R1
MONK,Mistweaver,270,1250533,Freightrunner's Flask,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-09-03,2026-09-03,,consumables,R8
MONK,Mistweaver,270,1259228,Gift of Light,BUFF,53,1,100.0,0.0,0.0,0.0,93.63,2026-07-23,2026-07-27,,consumables,R8
MONK,Mistweaver,270,1252825,Harsh Winds,DEBUFF,15,1,100.0,0.0,0.0,0.0,4.06,2026-09-07,2026-09-13,,,
MONK,Mistweaver,270,1252486,Hasty Hunt,BUFF,185,4,100.0,0.0,0.0,0.0,43.62,2026-07-25,2026-09-20,,consumables,R8
MONK,Mistweaver,270,427296,Healing Elixir,BUFF,200,24,100.0,0.0,0.0,0.0,89.98,2026-04-05,2026-09-20,,utility,R9
MONK,Mistweaver,270,443421,Heart of the Jade Serpent,BUFF,1479,31,100.0,0.0,0.0,0.0,36.63,2026-02-26,2026-09-20,,utility,R9
MONK,Mistweaver,270,443616,Heart of the Jade Serpent,BUFF,394,30,100.0,0.0,0.0,0.0,155.53,2026-04-05,2026-09-20,,offensiveCDs,R3
MONK,Mistweaver,270,1238904,Heart of the Jade Serpent,BUFF,401,28,100.0,0.0,0.0,0.0,131.39,2026-02-26,2026-09-20,,offensiveCDs,R3
MONK,Mistweaver,270,1269056,Hearty Vilebranch Stew,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-07-25,2026-07-25,,consumables,R8
MONK,Mistweaver,270,1233724,Hearty Well Fed,BUFF,2,2,100.0,0.0,0.0,0.0,,2026-07-25,2026-09-14,,consumables,R8
MONK,Mistweaver,270,1295885,Hex Lord's Doom,BUFF,8,1,100.0,0.0,0.0,0.0,205.44,2026-09-13,2026-09-13,,consumables,R8
MONK,Mistweaver,270,1307470,Hex Lord's Doom,BUFF,13,1,100.0,0.0,0.0,0.0,130.71,2026-09-13,2026-09-13,,consumables,R8
MONK,Mistweaver,270,1215544,Insurance!,BUFF,105,1,41.9,58.1,0.0,0.0,11.64,2026-02-26,2026-02-26,,healing,R6
MONK,Mistweaver,270,1216737,Interrogate,BUFF,10,2,0.0,0.0,0.0,100.0,103.71,2026-08-21,2026-09-13,,consumables,R8
MONK,Mistweaver,270,322118,"Invoke Yu'lon, the Jade Serpent",BUFF,222,2,100.0,0.0,0.0,0.0,173.2,2026-07-23,2026-09-20,,utility,R9
MONK,Mistweaver,270,448508,Jade Sanctuary,BUFF,356,25,100.0,0.0,0.0,0.0,169.67,2026-04-05,2026-09-20,,defensives,R1
MONK,Mistweaver,270,450552,Jade Walk,BUFF,33,2,100.0,0.0,0.0,0.0,75.0,2026-07-07,2026-09-08,,movement,R4
MONK,Mistweaver,270,440839,Kindness of Chi-Ji,BUFF,2,1,100.0,0.0,0.0,0.0,631.12,2026-09-08,2026-09-08,,consumables,R8
MONK,Mistweaver,270,1269517,Knowledge of Timeways,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-07-07,2026-07-07,,consumables,R8
MONK,Mistweaver,270,119381,Leg Sweep,DEBUFF,2896,27,0.0,0.0,0.0,100.0,119.67,2026-02-26,2026-09-20,hardCC,,
MONK,Mistweaver,270,116849,Life Cocoon,BUFF,357,31,10.9,89.1,0.0,0.0,159.39,2026-02-26,2026-09-20,,support,R5
MONK,Mistweaver,270,197916,Lifecycles,BUFF,1272,11,100.0,0.0,0.0,0.0,33.76,2026-02-26,2026-09-20,,utility,R9
MONK,Mistweaver,270,197919,Lifecycles,BUFF,627,10,100.0,0.0,0.0,0.0,62.61,2026-02-26,2026-09-20,,utility,R9
MONK,Mistweaver,270,1263768,Light's Blessing,BUFF,77,2,100.0,0.0,0.0,0.0,15.08,2026-09-03,2026-09-20,,consumables,R8
MONK,Mistweaver,270,1236616,Light's Potential,BUFF,5,3,100.0,0.0,0.0,0.0,523.42,2026-04-25,2026-09-03,,consumables,R8
MONK,Mistweaver,270,449609,Lighter Than Air,BUFF,829,25,100.0,0.0,0.0,0.0,25.84,2026-04-05,2026-09-20,,utility,R9
MONK,Mistweaver,270,1263727,Litany of Lightblind Wrath,BUFF,237,2,1.7,11.8,86.5,0.0,2.98,2026-07-06,2026-07-25,,raidCDs,R2
MONK,Mistweaver,270,227723,Mana Divining Stone,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-07-07,2026-07-07,,consumables,R8
MONK,Mistweaver,270,115294,Mana Tea,BUFF,335,25,100.0,0.0,0.0,0.0,87.25,2026-04-05,2026-09-20,,utility,R9
MONK,Mistweaver,270,115867,Mana Tea,BUFF,177,32,100.0,0.0,0.0,0.0,179.56,2026-02-26,2026-09-20,,utility,R9
MONK,Mistweaver,270,451452,Mantra of Purity,BUFF,112,2,100.0,0.0,0.0,0.0,18.67,2026-07-07,2026-09-08,,utility,R9
MONK,Mistweaver,270,1252488,Masterful Hunt,BUFF,423,5,100.0,0.0,0.0,0.0,38.2,2026-07-25,2026-09-20,,consumables,R8
MONK,Mistweaver,270,1269518,Mastery of Timeways,BUFF,2,2,100.0,0.0,0.0,0.0,,2026-07-23,2026-07-25,,consumables,R8
MONK,Mistweaver,270,65003,Memories of Love,BUFF,5,1,100.0,0.0,0.0,0.0,45.44,2026-08-27,2026-08-27,,consumables,R8
MONK,Mistweaver,270,1241715,Might of the Void,BUFF,1170,21,100.0,0.0,0.0,0.0,36.23,2026-04-05,2026-09-20,,consumables,R8
MONK,Mistweaver,270,113746,Mystic Touch,DEBUFF,9874,33,0.0,0.0,0.0,100.0,5.95,2026-02-26,2026-09-20,,,
MONK,Mistweaver,270,1258590,Necrotic Hex,DEBUFF,60,1,0.0,0.0,0.0,100.0,20.81,2026-04-25,2026-04-25,,,
MONK,Mistweaver,270,1258604,Necrotic Hex,DEBUFF,62,1,0.0,0.0,0.0,100.0,1.0,2026-04-25,2026-04-25,,,
MONK,Mistweaver,270,54861,Nitro Boosts,BUFF,9,1,100.0,0.0,0.0,0.0,686.06,2026-08-31,2026-09-18,,movement,R4
MONK,Mistweaver,270,442749,Niuzao's Protection,BUFF,11,4,100.0,0.0,0.0,0.0,188.9,2026-05-09,2026-07-23,,defensives,R1
MONK,Mistweaver,270,1260459,Nullsight,BUFF,12,1,100.0,0.0,0.0,0.0,97.12,2026-08-06,2026-08-06,,consumables,R8
MONK,Mistweaver,270,1291580,Ophidian Maw,BUFF,26,1,100.0,0.0,0.0,0.0,3327.48,2026-09-11,2026-09-20,,consumables,R8
MONK,Mistweaver,270,443574,Ox Stance,BUFF,2993,30,100.0,0.0,0.0,0.0,32.0,2026-02-26,2026-09-20,,utility,R9
MONK,Mistweaver,270,115078,Paralysis,DEBUFF,167,14,0.0,0.0,0.0,100.0,167.86,2026-02-26,2026-09-20,hardCC,,
MONK,Mistweaver,270,1270990,Potential Energy,BUFF,236,2,100.0,0.0,0.0,0.0,9.32,2026-07-07,2026-09-08,,utility,R9
MONK,Mistweaver,270,1238443,Potion of Zealotry,BUFF,2,1,100.0,0.0,0.0,0.0,363.94,2026-04-25,2026-04-25,,consumables,R8
MONK,Mistweaver,270,126476,Predation,BUFF,2,1,100.0,0.0,0.0,0.0,1606.71,2026-04-25,2026-04-25,,consumables,R8
MONK,Mistweaver,270,1250701,Primal Awakening,DEBUFF,3,1,0.0,0.0,0.0,100.0,,2026-09-07,2026-09-13,,,
MONK,Mistweaver,270,1285161,Protective Toadstools,BUFF,53,1,50.9,47.2,0.0,1.9,17.2,2026-07-06,2026-07-06,,consumables,R8
MONK,Mistweaver,270,1254624,Radiant Blessing,BUFF,57,2,50.9,49.1,0.0,0.0,169.16,2026-07-05,2026-08-24,,consumables,R8
MONK,Mistweaver,270,1256736,Ready to Work!,DEBUFF,5,3,100.0,0.0,0.0,0.0,,2026-08-21,2026-09-13,,,
MONK,Mistweaver,270,313015,Recently Failed,DEBUFF,2,2,100.0,0.0,0.0,0.0,,2026-07-06,2026-08-06,,,
MONK,Mistweaver,270,1254577,Refueling Orb,BUFF,166,1,16.3,52.4,0.0,31.3,33.34,2026-07-24,2026-07-24,,consumables,R8
MONK,Mistweaver,270,1266743,Reinvigoration,BUFF,339,5,20.4,79.6,0.0,0.0,29.41,2026-02-26,2026-09-20,,movement,R4
MONK,Mistweaver,270,119611,Renewing Mist,BUFF,19838,33,18.9,80.8,0.0,0.3,2.74,2026-02-26,2026-09-20,healing,support,R5
MONK,Mistweaver,270,281744,Restlessness,BUFF,280,2,100.0,0.0,0.0,0.0,39.31,2026-09-03,2026-09-20,,consumables,R8
MONK,Mistweaver,270,160029,Resurrecting,DEBUFF,3,1,0.0,100.0,0.0,0.0,,2026-08-08,2026-09-20,,,
MONK,Mistweaver,270,274739,Rictus of the Laughing Skull,BUFF,5,1,100.0,0.0,0.0,0.0,196.97,2026-05-09,2026-05-09,,consumables,R8
MONK,Mistweaver,270,1259317,Riftwalker's Temptation,BUFF,41,1,100.0,0.0,0.0,0.0,30.51,2026-08-06,2026-08-06,,consumables,R8
MONK,Mistweaver,270,1296687,Rising Sun Kick,BUFF,295,2,100.0,0.0,0.0,0.0,41.95,2026-09-08,2026-09-20,,utility,R9
MONK,Mistweaver,270,1286135,Rotbloom,DEBUFF,96,2,0.0,0.0,0.0,100.0,20.22,2026-07-06,2026-07-23,,,
MONK,Mistweaver,270,1287774,Rune of Burning Haste,BUFF,2898,12,100.0,0.0,0.0,0.0,19.65,2026-07-14,2026-09-20,,consumables,R8
MONK,Mistweaver,270,1287772,Rune of Critical Power,BUFF,51,3,100.0,0.0,0.0,0.0,20.75,2026-07-24,2026-09-10,,consumables,R8
