aura_type,spell_id,name,applications
DEBUFF,436322,Poison Bolt,4
DEBUFF,446649,Castigator's Shield,4
DEBUFF,447439,Savage Mauling,4
DEBUFF,447443,Savage Mauling,4
DEBUFF,1230093,Arcane Crush,4
BUFF,1238799,Insatiable Hunger,4
BUFF,1241023,Final Warning,4
DEBUFF,1241840,Light Patch,4
DEBUFF,1241841,Void Patch,4
BUFF,1242515,Voidlight Convergence,4
DEBUFF,1243866,Voidlight Rupture,4
DEBUFF,1244348,Light Burn,4
DEBUFF,1245677,Double Technique,4
DEBUFF,1246462,Rift Slash,4
BUFF,1247928,Guardian Spirit,4
BUFF,1249207,Discordant Roar,4
BUFF,1249748,Midnight Flames,4
BUFF,1251386,Safeguard Prism,4
DEBUFF,1251783,Static Discharge,4
BUFF,1255164,Discordant Roar,4
DEBUFF,1256894,Celestial Wrath,4
BUFF,1258880,Void Fall,4
DEBUFF,1260589,Cat Scratch,4
BUFF,1261023,Radiant Barrier,4
BUFF,1265629,Insatiable Hunger,4
DEBUFF,1272726,Rending Tear,4
BUFF,1282010,Darkness Calls,4
DEBUFF,1282013,Dark Strike,4
DEBUFF,154981,Conflagration,3
DEBUFF,204242,Consecration,3
DEBUFF,270920,Bind Soul,3
BUFF,346766,Sanitizing Cycle,3
BUFF,347097,Security Shield,3
DEBUFF,347716,Letter Opener,3
DEBUFF,347949,Interrogation,3
DEBUFF,348437,Bypass Code: Helvete,3
DEBUFF,348447,Bypass Code: Lys,3
DEBUFF,348451,Bypass Code: Morke,3
BUFF,353414,Interrogation,3
BUFF,355331,Rift Blasts,3
BUFF,355934,Hard Light Barrier,3
DEBUFF,357512,Frenzied Charge,3
DEBUFF,372796,Blazing Rush,3
BUFF,388588,Ride Along,3
BUFF,424431,Holy Radiance,3
BUFF,428079,Ride Along,3
DEBUFF,458835,Toxic Sludge,3
BUFF,469981,Kill-o-Block Barrier,3
BUFF,1217232,Devour,3
BUFF,1219457,Incorporeal,3
BUFF,1220511,Arcane Overload,3
DEBUFF,1222305,Dark Rift,3
BUFF,1233470,Umbral Tether,3
BUFF,1234868,Void Control,3
BUFF,1236703,Eternal Weave,3
BUFF,1238581,Spiny Shield,3
BUFF,1241320,Rebirth,3
DEBUFF,1243753,Ravenous Abyss,3
DEBUFF,1245286,Viscous Venom,3
BUFF,1245396,Consume,3
DEBUFF,1246882,Fixate,3
BUFF,1246918,Cosmic Barrier,3
BUFF,1247056,Shocking Tendrils,3
DEBUFF,1257299,Eye's Oblivion,3
DEBUFF,1257542,Corrupted Flames,3
DEBUFF,1257610,Clinging Void,3
BUFF,1257629,Void Breath,3
BUFF,1258861,Acceptance,3
DEBUFF,1261966,Orebreaker,3
DEBUFF,1263347,Shrink,3
BUFF,1266449,Rending Void,3
BUFF,1266708,Enchanted Tutorial Decoy,3
BUFF,1272937,Primordial Power,3
DEBUFF,1282016,Iris of Oblivion,3
BUFF,1282249,Cosmic Fission,3
DEBUFF,1286720,Envenomed Net,3
DEBUFF,1299185,Writhing Venom,3
BUFF,1307765,Feeding Frenzy,3
BUFF,1307768,Feeding Frenzy,3
BUFF,465,Devotion Aura,2
BUFF,8269,Frenzy,2
DEBUFF,13005,Hammer of Justice,2
BUFF,26064,Shell Shield,2
DEBUFF,54651,Spirit Burn,2
DEBUFF,57723,Exhaustion,2
DEBUFF,57724,Sated,2
BUFF,79833,Mark of the Wild,2
BUFF,96243,Invisibility,2
DEBUFF,154989,Inferno Breath,2
DEBUFF,155030,Seared Flesh,2
BUFF,173790,Spirit Bond,2
BUFF,175593,Burning Fists,2
BUFF,175941,Animate Slag,2
BUFF,195775,Moonfeather Presence,2
BUFF,263904,Serpent's Swiftness,2
BUFF,345989,Interrogation,2
DEBUFF,345990,Containment Cell,2
DEBUFF,347481,Shuri,2
BUFF,349405,Corruption Transformation,2
BUFF,349987,Venting Protocol,2
BUFF,350037,Exposed Anima Core,2
BUFF,352393,Rift Blasts,2
BUFF,353411,Interrogation Tactics,2
BUFF,356812,Frustrated Disjoint,2
BUFF,356929,Chain of Custody,2
DEBUFF,390435,Exhaustion,2
BUFF,391780,Wrathion's Cloak Closet,2
BUFF,422969,Vindictive Wrath,2
BUFF,423664,Embrace the Light,2
BUFF,424462,Ember Storm,2
BUFF,428150,Reflective Shield,2
BUFF,440734,Ride Along,2
DEBUFF,451606,Holy Flame,2
DEBUFF,453461,Caltrops,2
DEBUFF,1215089,Electrified Water,2
BUFF,1217247,Feast,2
DEBUFF,1222341,Gloom Bite,2
BUFF,1233112,Devour,2
BUFF,1233606,Arcane Missiles,2
DEBUFF,1233862,Warp Mind,2
DEBUFF,1235722,The Emptiness,2
BUFF,1236805,Ingenuity of the Domanaar,2
DEBUFF,1238782,Earthshattering Spear,2
DEBUFF,1239521,Aether Slam,2
DEBUFF,1241292,Light Dive,2
BUFF,1241333,Death Drop,2
DEBUFF,1241339,Void Dive,2
BUFF,1241412,Glacial Barrage,2
BUFF,1242000,Echoes of Fate,2
BUFF,1242792,Incubation of Flames,2
DEBUFF,1242815,Void Flames,2
BUFF,1243585,Overwhelming Onslaught,2
DEBUFF,1243590,Overwhelming Onslaught,2
BUFF,1246350,Voidlink,2
BUFF,1246384,Divine Shield,2
BUFF,1247179,Devour,2
BUFF,1247182,Devour,2
BUFF,1247753,Lightmadness,2
BUFF,1247960,Lightmadness,2
BUFF,1247982,Overzeal,2
BUFF,1248449,Aura of Wrath,2
BUFF,1248451,Aura of Peace,2
BUFF,1248644,Divine Toll,2
BUFF,1248710,Tyr's Wrath,2
BUFF,1248847,Radiant Barrier,2
DEBUFF,1250739,Anguished,2
BUFF,1250839,Execution Sentence,2
BUFF,1251356,Gathering Storm,2
BUFF,1251405,Call of the Void,2
BUFF,1251533,Void Sludge,2
BUFF,1251583,March of the Endless,2
BUFF,1252863,Insatiable,2
DEBUFF,1253863,Mind Rot Scream,2
DEBUFF,1254760,Paranoid Strike,2
BUFF,1255743,Total Eclipse,2
BUFF,1260826,Guardian's Edict,2
DEBUFF,1262626,Pootatoad,2
BUFF,1263593,Gather Shadows,2
DEBUFF,1276982,Divine Consecration,2
BUFF,1290882,Fel Infused,2
BUFF,17767,Shadow Bulwark,1
BUFF,23768,Sayge's Dark Fortune of Damage,1
BUFF,26393,Elune's Blessing,1
BUFF,42138,Brewfest Enthusiast,1
DEBUFF,44332,Curse of the Elements,1
BUFF,52909,Water Breathing,1
BUFF,58875,Spirit Walk,1
BUFF,77762,Lava Surge,1
BUFF,91838,Huddle,1
DEBUFF,119946,Ravage,1
BUFF,134477,Threatening Presence,1
BUFF,155459,Spirit of the Rylak,1
BUFF,160058,Thick Hide,1
BUFF,175613,Unleash Flame,1
BUFF,184258,Juiced Up,1
DEBUFF,190614,Soul Link,1
DEBUFF,245102,Number One Fan,1
BUFF,256867,Heavy Hitter,1
BUFF,261616,Post-Haste,1
BUFF,263865,Scale Shield,1
BUFF,263869,Bristle,1
BUFF,263926,Thick Fur,1
DEBUFF,264689,Fatigued,1
BUFF,265991,Luster,1
DEBUFF,268013,Flame Shock,1
BUFF,271290,Open Coffin,1
BUFF,279410,Bulwark,1
BUFF,317103,Soul Infusion,1
BUFF,341117,Fleethoof,1
DEBUFF,347422,Deadly Seas,1
BUFF,352125,Dull Opal,1
BUFF,352134,Dusty Skull,1
DEBUFF,354497,Deadly Seas,1
BUFF,355071,Keeper's Focus,1
DEBUFF,355476,Shock Mines,1
DEBUFF,355502,Shocklight Barrier,1
DEBUFF,356796,Runic Feedback,1
BUFF,358905,Bolt of Silk,1
BUFF,358913,Vulpera Flute,1
BUFF,382817,Windwhipped,1
BUFF,388231,Wear and Tear,1
DEBUFF,388669,Frozen Fangs,1
BUFF,423588,Barrier of Light,1
BUFF,423665,Embrace the Light,1
BUFF,423682,Embrace the Light,1
DEBUFF,424621,Brutal Smash,1
BUFF,425011,Embrace the Light,1
BUFF,427487,Ride Along,1
DEBUFF,432132,Erupting Webs,1
DEBUFF,433843,Erupting Webs,1
DEBUFF,442210,Silken Restraints,1
BUFF,443461,Barrel of Fireworks,1
BUFF,444609,Stoke the Flame,1
BUFF,451763,Radiant Flame,1
BUFF,452134,Blazing Fists,1
DEBUFF,461507,Cultivated Poisons,1
BUFF,469771,Pack Tactics,1
BUFF,474754,Symbiotic Relationship,1
BUFF,1216946,Immolation Aura,1
DEBUFF,1216950,Foul Flames,1
DEBUFF,1217241,Feast,1
DEBUFF,1217992,Workplace Accident,1
DEBUFF,1223613,Fel Infusion,1
DEBUFF,1225028,Ethereal Shards,1
BUFF,1228072,Void Form,1
BUFF,1228518,Rift's Protector,1
BUFF,1231176,Overload Golem,1
BUFF,1236804,Power of the Domanaar,1
BUFF,1236951,Power Absorbed,1
BUFF,1237050,Command of the Domanaar,1
DEBUFF,1240912,Pierce,1
BUFF,1241313,Rebirth,1
DEBUFF,1242803,Light Flames,1
BUFF,1243856,Defensive Stance,1
DEBUFF,1245186,Head Bash,1
DEBUFF,1246002,Explosive Spheres,1
BUFF,1246336,Pressed the Button,1
BUFF,1246349,Voidlink,1
BUFF,1246385,Avenging Wrath,1
DEBUFF,1249584,Dissonance,1
BUFF,1251391,Storming Skyfall,1
DEBUFF,1251594,Arcane Illumination,1
DEBUFF,1252089,Void Slash,1
DEBUFF,1253884,Blinding Powder,1
BUFF,1255897,Cosmic Orb,1
BUFF,1256855,Void Breath,1
BUFF,1258601,Slaughter!,1
BUFF,1258659,Light Infused,1
BUFF,1258662,Light Infused,1
DEBUFF,1259122,Bonesplinter Swing,1
DEBUFF,1259791,Necromantic Infusion,1
BUFF,1261165,Empowering Darkness,1
BUFF,1262573,Ashen Benediction,1
BUFF,1264790,Gathering Storm,1
BUFF,1264892,Rakfang,1
BUFF,1265146,Vaelwing,1
DEBUFF,1269926,Void Strike,1
BUFF,1270250,Twilight Fury,1
DEBUFF,1270294,Mystic Brand,1
BUFF,1278057,Empowered Deflectors,1
BUFF,1282678,Flailstorm,1
DEBUFF,1282678,Flailstorm,1
BUFF,1283067,Burning Heart,1
BUFF,1287425,Void-Touched Orbs,1
DEBUFF,1287663,Rune of Lingering,1
BUFF,1295896,Magister's Spell Missive,1
BUFF,1313802,Barrier Integrity,1
